,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
14114,['2023-08-23T06:07:27Z'],['Ugxkhn4aKrh_4_vKLD54AaABAg'],please video sidhu moosewalla life please...vote,[0],[0],please video sidhu moosewalla life pleasevote
14117,['2023-08-23T06:07:26Z'],['Ugwo7oI8_IeoBtWiCXd4AaABAg'],ok ok,[0],[0],ok ok
14119,['2023-08-23T06:07:25Z'],['Ugw1Z2ax0RVdElXn6oJ4AaABAg'],great dear dhruv sir 💝,[0],[1],great dear dhruv sir
14120,['2023-08-23T06:07:25Z'],['UgzUp8jpejSy5C5wjch4AaABAg'],great content dhruv bhai 😁,[0],[0],great content dhruv bhai
14121,['2023-08-23T06:07:25Z'],['UgwXHsHTE3wrUQGRmY94AaABAg'],man actually born make history 🎉🎉🎉🎉,[0],[2],man actually born make history
14123,['2023-08-23T06:07:24Z'],['UgwzWBuzR4IWoALPs-Z4AaABAg'],first person comment video. videos amazing ❤. love belgium,[0],[0],first person comment video videos amazing love belgium
14124,['2023-08-23T06:07:24Z'],['Ugy6gecjFQUHMGzjsTZ4AaABAg'],jai bhim jai shivary😎,[0],[0],jai bhim jai shivary
14125,['2023-08-23T06:07:24Z'],['UgxKX29e32HRwnTjT254AaABAg'],kya karne padhenge??,[0],[0],kya karne padhenge
14126,['2023-08-23T06:07:24Z'],['UgzJIkR2U6kE7U3jzyt4AaABAg'],bhai sahab 1 min itne sare likes comments 😮,[0],[0],bhai sahab 1 min itne sare likes comments
14127,['2023-08-23T06:07:24Z'],['UgyZqbOF9SVVkX8USeZ4AaABAg'],andbhankt ko lag ta tha modiji ne foundation rakha tha chandrayan ka😂,[0],[0],andbhankt ko lag ta tha modiji ne foundation rakha tha chandrayan ka
14128,['2023-08-23T06:07:24Z'],['UgxsK8LmQiHJyABE94F4AaABAg'],neem ka patta kadwa hai modi yogi amit shah 😂😂😂😂😂😂😂😂😂,[0],[1],neem ka patta kadwa hai modi yogi amit shah
14129,['2023-08-23T06:07:24Z'],['Ugw-ESrUro5T541LQN14AaABAg'],today everyone waiting successful landing ❤,[0],[1],today everyone waiting successful landing
14130,['2023-08-23T06:07:24Z'],['Ugyo1j2Q7rHJst2Tj4d4AaABAg'],addicted ur videos ❤,[0],[0],addicted ur videos
14131,['2023-08-23T06:07:23Z'],['Ugwu2nQsAL782h8avqt4AaABAg'],"you&#39;re watching assam, let know. ❤",[0],[1],you39re watching assam let know
14134,['2023-08-23T06:07:22Z'],['UgzliARENIE6zuH75dN4AaABAg'],matter chapri says you.... you&#39;re best teacher... thanks always sharing us updating us current affairs. ☺️☺️☺️,[0],[12],matter chapri says you you39re best teacher thanks always sharing us updating us current affairs
14135,['2023-08-23T06:07:22Z'],['UgyNQhL3LaM27TpbYTt4AaABAg'],today&#39;s best explanation,[0],[0],today39s best explanation
14136,['2023-08-23T06:07:21Z'],['UgyuHP8fUrh5TWtAeMl4AaABAg'],sabse badiya .. ❤❤❤,[0],[1],sabse badiya
14137,['2023-08-23T06:07:22Z'],['UgzaDFRfQ7XaMoolXdh4AaABAg'],isro love button ❤❤,[0],[0],isro love button
14139,['2023-08-23T06:07:20Z'],['UgxBbBjHupUGb-TKWy94AaABAg'],video difficult country thanks solb news ❤,[0],[0],video difficult country thanks solb news
14141,['2023-08-23T06:07:20Z'],['Ugz7_PwECHsOdWjV44V4AaABAg'],proud moment india ❤❤ congratulations,[0],[0],proud moment india congratulations
14142,['2023-08-23T06:07:19Z'],['UgwoL9lE5aHATYQXpcx4AaABAg'],best luck india.👍❤❤ love pakistan.🇵🇰👍❤❤❤❤,[0],[1],best luck india love pakistan
14143,['2023-08-23T06:07:19Z'],['Ugzeo7EKlvJHhLje3j94AaABAg'],jaldi jaldi comment karta hu like milega,[0],[0],jaldi jaldi comment karta hu like milega
14144,['2023-08-23T06:07:19Z'],['UgxBn0z16c4nM024WnR4AaABAg'],today proudest moment life,[0],[0],today proudest moment life
14146,['2023-08-23T06:07:19Z'],['UgzDd7Vee6vhrXCAMj54AaABAg'],suppose getting heart ❤ dhruv,[0],[0],suppose getting heart dhruv
14147,['2023-08-23T06:07:19Z'],['UgxWkhEmguXcGAJ-J6l4AaABAg'],chandra yaan jarur success full land hoga 😅,[0],[1],chandra yaan jarur success full land hoga
14148,['2023-08-23T06:07:18Z'],['Ugwqr0qBosAoaDlWQpR4AaABAg'],wants chandrayaan 3 successful 🔥,[0],[0],wants chandrayaan 3 successful
14151,['2023-08-23T06:07:18Z'],['UgyKCuOZ0xcL7jjbLPt4AaABAg'],"&quot;an exceptional content creator! youtuber consistently delivers engaging high-quality videos captivate audience. unique style, impeccable storytelling, impressive editing skills make every video must-watch. diverse range topics genuine connection viewers, youtuber truly mastered art creating compelling content keeps coming back more.&quot;",[0],[0],quotan exceptional content creator youtuber consistently delivers engaging highquality videos captivate audience unique style impeccable storytelling impressive editing skills make every video mustwatch diverse range topics genuine connection viewers youtuber truly mastered art creating compelling content keeps coming back morequot
14154,['2023-08-23T06:07:18Z'],['UgzvSACAva_hJ38s0Op4AaABAg'],booom,[0],[0],booom
14155,['2023-08-23T06:07:17Z'],['UgxAjDev8q8gEfcVOgx4AaABAg'],# blessings chandryan 3,[0],[0],blessings chandryan 3
14157,['2023-08-23T06:07:17Z'],['UgzRJ3SWCa9HLcm57aN4AaABAg'],abe ke baar ho jayega,[0],[1],abe ke baar ho jayega
14158,['2023-08-23T06:07:17Z'],['UgyX30FqSG9e6pBY2CV4AaABAg'],love education man ❤️❤️❤️,[0],[1],love education man
14162,['2023-08-23T06:07:15Z'],['UgyYVNCrbdThP69EnTR4AaABAg'],sir please make video b.r.i.c.k.s,[0],[0],sir please make video bricks
14165,['2023-08-23T06:07:15Z'],['UgxQqup5U-8GAJZQvZh4AaABAg'],"dhruv bhai ka presentation skill god level ke h, nobody beat expect self 😍😍😍😍",[0],[0],dhruv bhai ka presentation skill god level ke h nobody beat expect self
14166,['2023-08-23T06:07:15Z'],['UgzaRVwbs1h1TmpN2Gp4AaABAg'],sure that&#39; today isro make history.🇮🇳🇮🇳🇮🇳🚀🚀🚀🌛🌛🌛💓💓💓,[0],[1],sure that39 today isro make history
14167,['2023-08-23T06:07:15Z'],['UgyOYCehLZq5t9i9s354AaABAg'],aaj history hone wala hain,[0],[0],aaj history hone wala hain
14168,['2023-08-23T06:07:15Z'],['Ugw4KnZZLEA7TR1bJFV4AaABAg'],kon kon meri tarh dhruv ki har video dekhta hain 😅😅,[0],[0],kon kon meri tarh dhruv ki har video dekhta hain
14169,['2023-08-23T06:07:14Z'],['UgxBXPJQcSxjvGkQybF4AaABAg'],sir videos taught muchh ❤ thank much sir giving knowledge useful information videos 💯 love ahmedabad...,[0],[0],sir videos taught muchh thank much sir giving knowledge useful information videos love ahmedabad
14172,['2023-08-23T06:07:13Z'],['UgyQokEbU_O662RJxwR4AaABAg'],credit goes nehru &amp; mughals 💪🇮🇳,[0],[0],credit goes nehru amp mughals
14174,['2023-08-23T06:07:12Z'],['UgwstIaXlTOFBS6zNU14AaABAg'],aatangwadi hain tu india ke lie,[0],[0],aatangwadi hain tu india ke lie
14175,['2023-08-23T06:07:12Z'],['UgytmwWk9RFYiC5KFjd4AaABAg'],time video didn&#39;t wait long❤,[0],[1],time video didn39t wait long
14176,['2023-08-23T06:07:12Z'],['UgwSK8Z7gltXOhsyUZR4AaABAg'],one explain topics intrested way like dhruv rathee.❤❤❤we love dhruv rathee.,[0],[0],one explain topics intrested way like dhruv ratheewe love dhruv rathee
14177,['2023-08-23T06:07:12Z'],['Ugw_uxWXIPwKuRQ_uER4AaABAg'],druv rathee&#39;s ❤️,[0],[0],druv rathee39s
14178,['2023-08-23T06:07:11Z'],['Ugw1DAFJNkvf5FLO4pF4AaABAg'],dhruv rathee... fired back back...,[0],[0],dhruv rathee fired back back
14181,['2023-08-23T06:07:10Z'],['UgxTRHYCkFFlEtVbdsl4AaABAg'],chandrayaan-3 success landing button ❤&gt;&gt;&gt;,[0],[1],chandrayaan3 success landing button gtgtgt
14182,['2023-08-23T06:07:10Z'],['Ugyb-Yc6FhANYi59-5B4AaABAg'],eagerly waiting live stream chandrayan 3 landing 😍,[0],[1],eagerly waiting live stream chandrayan 3 landing
14183,['2023-08-23T06:07:10Z'],['UgzVWdq0weO0F6zlhFN4AaABAg'],sir एक video current political situation please sir 😊😊😊😊😊😊❤❤❤❤,[0],[1],sir video current political situation please sir
14185,['2023-08-23T06:07:09Z'],['UgwI66jta1nVI8DWOix4AaABAg'],pride moment ✊✊,[0],[0],pride moment
14186,['2023-08-23T06:07:09Z'],['UgyX8dC48SIevR_hqCJ4AaABAg'],love man ❤,[0],[2],love man
14190,['2023-08-23T06:07:08Z'],['UgzkgfexGryITMMXV1J4AaABAg'],good videoo,[0],[0],good videoo
14193,['2023-08-23T06:07:08Z'],['UgyoIj0kXCF88mxcq0l4AaABAg'],everything temporary namaskar dosto ki permanent 😂,[0],[0],everything temporary namaskar dosto ki permanent
14198,['2023-08-23T06:07:05Z'],['Ugz8rvBrItMTld1OZJV4AaABAg'],dr zakir naik k uper video banao bhi,[0],[0],dr zakir naik k uper video banao bhi
14199,['2023-08-23T06:07:05Z'],['Ugys-Xxt-Z-xOzZVH854AaABAg'],dhruv rathe ❤❤❤❤,[0],[0],dhruv rathe
14200,['2023-08-23T06:07:05Z'],['Ugx6qOvZZEOg0inu0fF4AaABAg'],respect button dhurve rathe 😊❤,[0],[1],respect button dhurve rathe
14201,['2023-08-23T06:07:04Z'],['UgyyNMCRNfxc3oCBH0F4AaABAg'],jinx mat kar bhai😭,[0],[0],jinx mat kar bhai
14202,['2023-08-23T06:07:04Z'],['UgwOR5RA-KhKcRFuGwx4AaABAg'],awesome videos dhruv sir love ur videos vlogs plssssss like ❤❤❤,[0],[0],awesome videos dhruv sir love ur videos vlogs plssssss like
14204,['2023-08-23T06:07:04Z'],['Ugw6MgTPpma8VraVKwZ4AaABAg'],help today&#39;s paper,[0],[0],help today39s paper
14205,['2023-08-23T06:07:04Z'],['Ugzgi_N7C7uknUVg-v54AaABAg'],122 likes 5 views🤔,[1],[1],122 likes 5 views
14206,['2023-08-23T06:07:04Z'],['UgybBx9jvHbQlq9C6Np4AaABAg'],sir like kr,[0],[0],sir like kr
14208,['2023-08-23T06:07:03Z'],['UgzG2_AQE7Fg6JsCJXV4AaABAg'],plz 😢 support,[0],[0],plz support
14209,['2023-08-23T06:07:03Z'],['UgwfbG6RpJ8GUAurW4B4AaABAg'],awaiting video dhruv rathee ❤❤,[0],[1],awaiting video dhruv rathee
14212,['2023-08-23T06:07:02Z'],['UgynqoSRCd8JH0cOMHJ4AaABAg'],bigg fan sir,[0],[0],bigg fan sir
14213,['2023-08-23T06:07:02Z'],['UgyURU_Unj_4j6wLYSp4AaABAg'],aapke video ka hi wait kar raha tha fast viewer,[0],[0],aapke video ka hi wait kar raha tha fast viewer
14214,['2023-08-23T06:07:02Z'],['UgxP5W746LJQ3Zf7-vZ4AaABAg'],big fan dhruv rathee plz give heart ❤ got great respect sir ❤❤,[0],[0],big fan dhruv rathee plz give heart got great respect sir
14215,['2023-08-23T06:07:02Z'],['UgxNV813wylOLZGSNQR4AaABAg'],chandrayan op,[0],[0],chandrayan op
14216,['2023-08-23T06:07:02Z'],['UgwEGKxHFwR27vm9FV54AaABAg'],power dhruv rathee,[0],[0],power dhruv rathee
14217,['2023-08-23T06:07:02Z'],['Ugwoub_cSRwJeRo2jMt4AaABAg'],dhurv rathee jaise teacher agar hamare desh ke school main ajaye desh ko aage badne se koi takat nahi rok sakti❤❤,[0],[0],dhurv rathee jaise teacher agar hamare desh ke school main ajaye desh ko aage badne se koi takat nahi rok sakti
14218,['2023-08-23T06:07:02Z'],['UgwIffwa6k6M5Lkheex4AaABAg'],hlo,[0],[0],hlo
14219,['2023-08-23T06:07:02Z'],['Ugyv6ZccMkh1_K88Qex4AaABAg'],gali bhi de rha tha,[0],[0],gali bhi de rha tha
14221,['2023-08-23T06:07:02Z'],['Ugye0uo-eWDZ8DxX0bt4AaABAg'],im big fan dhruv sirji❤,[0],[0],im big fan dhruv sirji
14222,['2023-08-23T06:07:01Z'],['Ugys6KCoVqZbfO85Pdx4AaABAg'],"full education, chhapri ki audiance nahi samajh sakti 😂",[0],[0],full education chhapri ki audiance nahi samajh sakti
14224,['2023-08-23T06:07:01Z'],['UgxFI-uQSy_LZsuKVC94AaABAg'],hollywood bollywood 😂😂😂😂😂 awam ko chotya banao,[0],[0],hollywood bollywood awam ko chotya banao
14225,['2023-08-23T06:07:01Z'],['UgyMzrlegNlyJgxygHh4AaABAg'],dhruv&#39;s t-shirts chadda fix hai💌😂,[0],[1],dhruv39s tshirts chadda fix hai
14227,['2023-08-23T06:07:01Z'],['UgwaHCfZKoshndJeAQx4AaABAg'],jankari bahot achchhi lagi ❤❤❤❤ thanks sir ji,[0],[0],jankari bahot achchhi lagi thanks sir ji
14229,['2023-08-23T06:07:00Z'],['UgzdBamf0t_VPv2sIb54AaABAg'],jaanta tha yhi aayega😊,[0],[0],jaanta tha yhi aayega
14231,['2023-08-23T06:07:00Z'],['UgzOzu9AjTYt8hCPFdp4AaABAg'],best teacher ❤ life 🥰,[0],[1],best teacher life
14232,['2023-08-23T06:06:59Z'],['UgxIZ96XAw9cQjcKvn14AaABAg'],modi htao desh bachao (मोदी हटाओ देश बचाओ) जय हिंद जय भारत,[0],[2],modi htao desh bachao
14233,['2023-08-23T06:06:59Z'],['UgwbA2EDdfg6kKZq3NN4AaABAg'],love u dhruv bro ❤️❤️,[0],[0],love u dhruv bro
14235,['2023-08-23T06:06:59Z'],['Ugz6KUt-wBI0YOLbzFV4AaABAg'],dhruvs consistency fireeeeee. want consistent studies ❤❤,[0],[2],dhruvs consistency fireeeeee want consistent studies
14236,['2023-08-23T06:06:59Z'],['Ugzkm076s4WLow7iQ3Z4AaABAg'],chat gpt kya h sir 😮,[0],[0],chat gpt kya h sir
14240,['2023-08-23T06:06:58Z'],['Ugzu8lfqJDCQK3zuZ6t4AaABAg'],informative videos back back get channel ❤❤❤❤love fromm pakistan,[0],[0],informative videos back back get channel love fromm pakistan
14241,['2023-08-23T06:06:58Z'],['Ugx-MsNKakRVNr0PI5t4AaABAg'],bharat chaand vidhata 🌝❤️,[0],[0],bharat chaand vidhata
14246,['2023-08-23T06:06:58Z'],['UgzD3VjS7YJ68r40rcd4AaABAg'],it&#39;ll great see final landing it&#39;ll b success inshaallah,[0],[0],it39ll great see final landing it39ll b success inshaallah
14247,['2023-08-23T06:06:58Z'],['Ugzi180vEnfMeXvw8_N4AaABAg'],bhaiya mai apki video ka hi wait kar raha tha chandrayan 3 ke uper 👍 love buddy ❤,[0],[0],bhaiya mai apki video ka hi wait kar raha tha chandrayan 3 ke uper love buddy
14248,['2023-08-23T06:06:58Z'],['UgxZVuejRMBQ9hp8-KV4AaABAg'],jab urope ki baat ati hai aap ka ek tarfa support urope pe rehta hai,[0],[1],jab urope ki baat ati hai aap ka ek tarfa support urope pe rehta hai
14250,['2023-08-23T06:06:58Z'],['UgwzLaPBdQAxftQ7RrJ4AaABAg'],cross 10 million views one month,[0],[0],cross 10 million views one month
14253,['2023-08-23T06:06:57Z'],['Ugxc7znRk3R3iTHKEDl4AaABAg'],chandrayaan 3 ❤🇮🇳🙏..... respect ❤,[0],[0],chandrayaan 3 respect
14255,['2023-08-23T06:06:57Z'],['Ugy6oRcSwA4eQ8CJhvJ4AaABAg'],chandrayan 3 mission successful tonight land moon 😍😍,[0],[0],chandrayan 3 mission successful tonight land moon
14257,['2023-08-23T06:06:56Z'],['Ugw97rgL-LQAC_5LUzN4AaABAg'],full informative video..,[0],[0],full informative video
14259,['2023-08-23T06:06:56Z'],['UgyxPAuv0qLt8Fr_x6p4AaABAg'],hindustan zindabad button ❤❤,[0],[0],hindustan zindabad button
14260,['2023-08-23T06:06:56Z'],['UgzoULNNKq88yswSGM54AaABAg'],thank brother good information 😊,[0],[2],thank brother good information
14263,['2023-08-23T06:06:56Z'],['UgyTI6j4PyCXolmtbot4AaABAg'],man nice experience history&#39;s ❤❤😊,[0],[0],man nice experience history39s
14264,['2023-08-23T06:06:55Z'],['UgxusWU1s9cmwYPN0W54AaABAg'],chandrayan 3 🔥🔥🔥 isro 🔥🔥🔥🔥,[0],[1],chandrayan 3 isro
14267,['2023-08-23T06:06:55Z'],['UgzCjV_ajJHxw5FxYRV4AaABAg'],sir please make video pakistani make jokes gods elections ❤,[0],[1],sir please make video pakistani make jokes gods elections
14268,['2023-08-23T06:06:55Z'],['Ugyz-XP-pg4wz2xLGF94AaABAg'],content way good man....... specially history videos... keep going 👍,[0],[0],content way good man specially history videos keep going
14270,['2023-08-23T06:06:55Z'],['Ugwk-xKWTLcOlalwtIt4AaABAg'],always videos really informative 😊🇮🇳,[0],[0],always videos really informative
14271,['2023-08-23T06:06:55Z'],['UgyWmnpojf_CtFdBCXJ4AaABAg'],india walle like kre,[0],[0],india walle like kre
14274,['2023-08-23T06:06:54Z'],['UgyKNJmbzGfp0uUNujd4AaABAg'],latest news ❤❤,[0],[1],latest news
14275,['2023-08-23T06:06:54Z'],['UgzXc_lQVVMhTF_dT094AaABAg'],bahot khoob ❤❤❤❤,[0],[0],bahot khoob
14277,['2023-08-23T06:06:54Z'],['UgybA1lNctEeXUi9eqd4AaABAg'],namaste dhruv sir ❤❤,[0],[0],namaste dhruv sir
14278,['2023-08-23T06:06:54Z'],['UgwxjC0yOnJ76YQfTkZ4AaABAg'],hii dhruv rathee bro big fan please pin me😀😀😀🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,[0],[1],hii dhruv rathee bro big fan please pin me
14280,['2023-08-23T06:06:54Z'],['UgxU3TFm9t4KSeOhuQB4AaABAg'],dhruv favorite youtuber becouse didn&#39;t compare relegion cast country always says real ❤❤❤❤❤,[0],[1],dhruv favorite youtuber becouse didn39t compare relegion cast country always says real
14282,['2023-08-23T06:06:53Z'],['Ugwo7PBTyR0-XkA3inp4AaABAg'],awesome brother 😍,[0],[0],awesome brother
14283,['2023-08-23T06:06:53Z'],['Ugx6DkJSvLWcJt7eNO54AaABAg'],iam big fan❤❤,[0],[0],iam big fan
14286,['2023-08-23T06:06:53Z'],['UgwMwEt4PicX-baXyY94AaABAg'],chandrayan-3 ❤️🇮🇳,[0],[1],chandrayan3
14287,['2023-08-23T06:06:53Z'],['UgzfELdwJWWS0tp8X-Z4AaABAg'],dear dhruv rathee sir please make business ideas videos low investment?????😅,[0],[1],dear dhruv rathee sir please make business ideas videos low investment
14288,['2023-08-23T06:06:53Z'],['UgwCEuPIB6XXswiaIpV4AaABAg'],india raj karega pura chand par aur biswa par❤❤ safal hoga hi hoga,[0],[0],india raj karega pura chand par aur biswa par safal hoga hi hoga
14290,['2023-08-23T06:06:52Z'],['Ugzs4ebYsbFXt6LZPlN4AaABAg'],abhi apollo 13 ki video dekh ke khatam kar rha tha uske turant bad yeh video aa gyi ❤❤,[0],[1],abhi apollo 13 ki video dekh ke khatam kar rha tha uske turant bad yeh video aa gyi
14291,['2023-08-23T06:06:52Z'],['UgyR1qDal-ZLv5QwASl4AaABAg'],chandrayan 3 mission fully loaded success agreed.❤❤,[1],[0],chandrayan 3 mission fully loaded success agreed
14292,['2023-08-23T06:06:52Z'],['UgytSUDfNDJNY1s7Omt4AaABAg'],bhai sab log prathana karo,[0],[0],bhai sab log prathana karo
14295,['2023-08-23T06:06:51Z'],['Ugy0Kj--ifui1GGRMzN4AaABAg'],आप में से कितने लोग इंडिया से प्यार करते हो।।🇮🇳🇮🇳🇮🇳 like kare,[0],[0],like kare
14297,['2023-08-23T06:06:51Z'],['UgxIUn7SWb7-I5pw4z54AaABAg'],deserves tv show agee likr,[0],[1],deserves tv show agee likr
14298,['2023-08-23T06:06:50Z'],['Ugw2XlVIR-qyGAD9_Q54AaABAg'],space economics fast changing india,[0],[0],space economics fast changing india
14299,['2023-08-23T06:06:50Z'],['UgyQ_o46eWW_F7onpjx4AaABAg'],india respect botton❤,[0],[1],india respect botton
14300,['2023-08-23T06:06:50Z'],['Ugz6Zrb84BDcvwsVQ-V4AaABAg'],dhruv rahti ❌ ocean knowledge ✅,[0],[1],dhruv rahti ocean knowledge
14301,['2023-08-23T06:06:50Z'],['UgyhvQIhxpFGQcRNeLN4AaABAg'],indian history rache ga,[0],[0],indian history rache ga
14304,['2023-08-23T06:06:50Z'],['UgxKgQ1B_xtwemTyYUR4AaABAg'],dhruv next level,[0],[0],dhruv next level
14305,['2023-08-23T06:06:50Z'],['UgzEDS-IU3mzNhB2bVN4AaABAg'],inshallah today success❤,[0],[1],inshallah today success
14306,['2023-08-23T06:06:49Z'],['UgyfXkO7KLQMEEwpTfx4AaABAg'],gd information sir,[0],[1],gd information sir
14307,['2023-08-23T06:06:49Z'],['Ugw8g2FCbNY_GAeZJvd4AaABAg'],waiting new york times say something 🤣🙏,[0],[1],waiting new york times say something
14308,['2023-08-23T06:06:49Z'],['UgyTOji4jgBPk97pqOR4AaABAg'],proud scientist every amazing scientist isro india&#39;s ❤🇮🇳🇮🇳,[40],[394],proud scientist every amazing scientist isro india39s
14311,['2023-08-23T06:06:49Z'],['UgybpMDg2bGM44FoRXF4AaABAg'],rahul gandhi pm button ♥️♥️💐,[0],[0],rahul gandhi pm button
14312,['2023-08-23T06:06:49Z'],['UgwcqM4HcI8nojOPhNh4AaABAg'],dhruv bhai pin kr 😊,[0],[0],dhruv bhai pin kr
14313,['2023-08-23T06:06:48Z'],['UgyRRyHrPKkxfAIGZsd4AaABAg'],great achievement country,[0],[0],great achievement country
14319,['2023-08-23T06:06:47Z'],['UgyJGKFDnw_bsVbdU2R4AaABAg'],dhruv never disappointed us..😊😊,[0],[1],dhruv never disappointed us
14320,['2023-08-23T06:06:47Z'],['Ugxk-cvuNNAARC69u9x4AaABAg'],sabse pahle comment kr deta hu like miljayenge 😂,[0],[1],sabse pahle comment kr deta hu like miljayenge
14321,['2023-08-23T06:06:47Z'],['UgyPgXX-BML9nSBwvoR4AaABAg'],first comments 🔥🔥🔥,[0],[0],first comments
14322,['2023-08-23T06:06:47Z'],['UgyfEctlPA8TX17n-qB4AaABAg'],bhai mai apke video ka intezar kar rha tha,[0],[0],bhai mai apke video ka intezar kar rha tha
14323,['2023-08-23T06:06:47Z'],['Ugy0Fy8BrfAZ--F-Wad4AaABAg'],hazrat muhammad best personalati world 🌎 💯💯💯💯💯,[0],[0],hazrat muhammad best personalati world
14326,['2023-08-23T06:06:46Z'],['Ugxhv_KL4PyhurNQV694AaABAg'],want next pm india ❤,[0],[0],want next pm india
14328,['2023-08-23T06:06:46Z'],['UgzqeMyoMtuBuyXJaUh4AaABAg'],love allah. believe allah❤❤❤ nasa😂😂😂,[0],[0],love allah believe allah nasa
14329,['2023-08-23T06:06:46Z'],['UgyaUYa6yDw_pKcfayx4AaABAg'],sir mai bhi isa kuchh karna chahta hu,[0],[0],sir mai bhi isa kuchh karna chahta hu
14333,['2023-08-23T06:06:45Z'],['Ugza7O23ga2DAQZtiqp4AaABAg'],bakwaas time pass sidhi baat ❤❤❤,[0],[0],bakwaas time pass sidhi baat
14334,['2023-08-23T06:06:45Z'],['UgwpqJ0pvyJlsftc19p4AaABAg'],pray god chandrayaan 3 lands well,[0],[0],pray god chandrayaan 3 lands well
14335,['2023-08-23T06:06:45Z'],['UgzHfh5cuFxHbXwhtR14AaABAg'],science wale like kreee❤😊,[0],[0],science wale like kreee
14336,['2023-08-23T06:06:45Z'],['UgxArEoJM4S5MuqBC654AaABAg'],i&#39;m waiting finally comes up. thanks hard work.😊,[0],[1],i39m waiting finally comes up thanks hard work
