Cleaned_Comment,Predicted_Sentiment
rohit captaincy and bowlers performance is top notch in this match,positive
icc bodied bhikharistaan,negative
bumrah be like level sabke nikalenge per niklenge unke jo yaha khada rahega or khada me inko rahne nhi dunga,negative
that is bharath do not celebrate too early pakisthan we are baap always,negative
all eyes on reasi ye saale aise hi haarenge,positive
lumber one team surender like lumber one army,positive
india isnt winning world cup so calm down,negative
india punctured pakistan and all holes were duly bb we should not give hype to pakistanis they dont deserve attention they are idiots,negative
kandilla,positive
kya kohli bhai bacche ko rula diya,negative
naseem shah and shaheen vs indian unit,negative
what a nice video congratulations team india,positive
whats wrong with chewinggum man bumrah beast in all formats a rare feat,negative
best match of the year,positive
indian team is not playing with their best combination kohli should not be opening he is not confident at all he is trying to go every ball need expert opening batsman like jaiswal dubey not fitting in the team he is not confident at all sanju samson should be given a chance replacement is a tukka player,negative
give editor an oscar,positive
sky is the most useless player when it comes to ict,negative
father of pakistan buuuuuuumra,negative
harsha bhogle commentry missing,negative
the orchestra was so beautiful so was the game love it thank you icc,positive
sara ka sara engery to aggression mein deta hai pakistan team,negative
this match will forever be known for end of zimbu era,positive
o man what a brilliant editing top notch whole match looks like box office highlights,positive
video title should be quotpakistan orchestrates memorable loss against indiaquot,negative
india ke only wicket hi btae,negative
hindu ki team se phir haar gye mulle pehle usa k hinduo se apni gnd marwayi phir india se,positive
surya fraudiya kab chalega,negative
icc always in mood to roast pakistan badly,negative
where is that pakistani akmal fan,positive
pregnant and still playing for your country is something else,negative
thsi match and ravi shashtri s commentary,positive
conclusion of the video bhumrah ko six marne ka try mt krna,positive
icc cooked with the music,negative
toss me rohit sharma ka expression thora,positive
the last shot of the video shouldve been of bumrah he was the mvp of the match by a mile it wouldve been a huge sign of respect for him,positive
this is greatest biggest rivalry,negative
amazing cinematography with mind blowing bgm,positive
bumrah entry gave goosebumps,positive
this video is like quotnamak on woundquot quotpetrol on firequot for pakistanis edit sorry cant afford petrol,negative
pakistan terrorism,negative
one of the best nail biting vs match,positive
indeed a fabulous match,positive
virat and siraj on thumbnail tells us about how pure and appreciable this bond is,positive
that crying at the end was cherry on top,negative
thanks icc,positive
one of the most memorable ind vs pak cricket matches ever the energy the competitive spirit the passion is just so palpably brilliant one for the books well done team india,positive
naseem shah ka rona,negative
rivalary in my dick,negative
ind vs pak always thriller matches greatest rivalry ind vs pak and aus vs eng,positive
the way babar speaks is exactly how my sports teacher used to speak both dont know how to speak properly i feel soo sorry for insulting my sports teacher,negative
ravi shastri energy commentary missing mark howard ian smith ian bishop,negative
i am not watching pakistan cricket till this team has been replaced as a pakistani and cricket fan i dont want to invest my time and energy in this pakistan cricket team theyre rubbish even if they manage to win this wc somehow which they wont still i wont like to watch them theyve cheated us theyve their country,negative
jasprit bumrah one of the best bowlers of all time whenever team needs a class bowling he is there,positive
this is going to be a magic moment in cricket history,positive
whats wrong with actually showing postmatch highlights rather than such artistic videos,negative
next level come back,positive
is it icc channel or bcci channel,positive
pakistan could win even by taking singles but they dont have presence of mind,negative
indians be like pakistani mera baacha hai tu,negative
thats boom boom wicket goosbumps,negative
worst highlights ever seen why so loud music,negative
pakistan fans we will win today my gratest day of my life last over wtf,positive
