Cleaned_Comment,Predicted_Sentiment
dhoni ka baap rohit sharma,NEUTRAL
well done team india rohit sharma best captain jai hind jai bharat,POSITIVE
such me,NEUTRAL
congrats to the best team in the world well deserving loads of love,POSITIVE
arshdeep singh ko bhulna matt uss bande ne single handedly josh jagaya team ka,NEGATIVE
goat of king kohli pappy retirement biopic movie hony chachiye king k liye,NEUTRAL
congratulations jai shri ram,NEUTRAL
bohut mubarak india team,NEUTRAL
i love my indian team,POSITIVE
dubay ke run yaad haibade news wale bhai,NEUTRAL
we won congratulation all,NEUTRAL
sach kahe to klaseen ko out karna match winning moment thi,POSITIVE
congratulations india very nice win,POSITIVE
love u hardik bhai,POSITIVE
aksar patel bhut bdiya kaam kiya word cup me full allraundar ese hi rehna chayye mast,POSITIVE
virat kohli tansations bangla to english and hindi,NEUTRAL
nahi virat aap retire mat ho,NEUTRAL
hardik pandya because win world cup win india,POSITIVE
koi shabd nahi hai aj,NEUTRAL
so much crying guys today love u indian proud moment today,POSITIVE
nice man i love india,POSITIVE
aaj hamerebhi khushike asu nikal aye,NEUTRAL
zaddu kab jayega,NEUTRAL
pandya pulls back,NEUTRAL
india india thank u virat the legend kholi,NEUTRAL
rohit my jaan,NEUTRAL
bumrah jaisa koi nahi,NEUTRAL
surya ki wajah se icc tropy hath me h,NEUTRAL
hardik bhai ke liye like karo bhai logwow man,NEUTRAL
bumra ne bacha liya ham logon ko dukh se rone ke liye,NEUTRAL
sabne bahot achha khela hai,NEUTRAL
gg dekha tha but phly hi pta tha fixed hy to phr rok gae kh ab india jeet jae ga but well done well played bhumra ky overs apky lucky thy,POSITIVE
jasprit bumbra,NEUTRAL
brilliant nock by klaseen dangerous batsman exelant match,POSITIVE
ipl world cup this is great player,POSITIVE
goosebumps aa gaye the mere last mein,NEGATIVE
sabi cricketer s ki yugdan se india champion bna all have given their percent,NEUTRAL
great player virat kohli retired with huge inning he is a true champion,POSITIVE
rohit hit sharma hit h boss,NEUTRAL
and new world record alsono single match loss till final match,POSITIVE
indian is the best in cricket history,POSITIVE
b b,NEUTRAL
love you team india hardik sharmaji kohli jisuryaetr,POSITIVE
south africa also played well,NEUTRAL
one nation one dream hum jeet gye,NEUTRAL
aaj ka match rohit or kohli k naam aaj ka match bharat mata k naam,NEUTRAL
india won the match against south africa,NEUTRAL
i salute our bowler what a bowling last four overs everyone effort there in field congratulations team india congratulations rohitteam,NEUTRAL
it is rohit sharmas captaincy that made us win,POSITIVE
rohit kohli bumrah arsdhip pandya shivam dubay sky final ke hero i love india,POSITIVE
bharat tum mahan ho hamari jan ho hamari shan ho tumahara liya jan hazir ha love you rohit sharma and team love you rahul dravid a good man and a resilient leader one step further to the destine greatness,POSITIVE
mai light band krke ro raha tha tabhi surya ne catch pakda aur charo taraf khusi aur awaje hi awaje ane lagi tb mai uth ke bhaga tb dekha to him world cup jeet chuke the,POSITIVE
rohit bhai apko bhi aaj virat ke sath sanys lena chahiye,NEUTRAL
hardik pandey best allander in world,POSITIVE
pury world cup me ravinder jadeja ka rool sb se khrab raha na bat se run banay or na he bowling me kuch khaas keyabhai tum bhee retirement le he lo youngsters ko moqa do or india ko or world cup jetny walli team banaobarda dil dekhao,NEUTRAL
rockhit,NEUTRAL
love and respect,POSITIVE
thankyu team indiawe miss you rohitviratdravid,NEUTRAL
hearty congratulations team india,NEUTRAL
team india love india proud indian,POSITIVE
love you hardik sir,POSITIVE
virat kohali retirement is very heartbreaking,POSITIVE
aaj ka match dekhkar aankh se aanshu aa gaye,NEUTRAL
congratulations team india bahut dar lag raha tha yaar,NEUTRAL
hope that nasruddin knows now who is indias captain,NEUTRAL
rohit sharma best captain jaha matter bade hote hai wahi king khade hote hai kohli jab tak bumrah ki spell baki hai tab tak haar nahi manenge hardik ko kam mat samjho jab jaruwat hogi tab batting aur bowling jo karwa lo catches win matches surya kumar yadav,POSITIVE
well done team india brilliant performance thank you so much proud moment of all indians,POSITIVE
alhamdullilah hum world cup jett gaye,NEUTRAL
respect for hardikrohitvirat and whole indian team and their fans,POSITIVE
congratulations every indian cricket fans,NEUTRAL
lov u team india u r incredible victory,POSITIVE
i love you hitman,POSITIVE
jai sah ko lat maro,NEUTRAL
virat rohit legend haii like kro,NEUTRAL
ek time to laga match gaya,NEUTRAL
we proud team india,POSITIVE
congratulations india love,POSITIVE
one of the best team in the world i love you team india,POSITIVE
best final i have ever seen,POSITIVE
we love u team india king kohli we won,POSITIVE
pandya bhai i am sorry main apko chapri bola tha but ap to desh ka heera ho bhai thank you bro and congratulations for this wonderful wining,POSITIVE
nepali here,NEUTRAL
jay shree krishna,NEUTRAL
hardik the game changer o man kya player h yaarsalute bhai,NEGATIVE
ab bolo virat kohli ke bare mein,POSITIVE
no india only bharat jay shree ram,NEUTRAL
tu bahat babakuf ha salavirat ka bara mara ulta fulta boltha hawhysala now showing fucking expressionheart ma lagtha havirat ka bara ma mot karasharemember,NEGATIVE
jai kanhaiyaa lal ki,NEUTRAL
jai shree krishnaiss barwe got it,NEUTRAL
where is rinku samson and gill,NEUTRAL
miss you virat sir,NEUTRAL
sir pheli baar khushi ke aasion rukh nhi rehe re the what match bhai,NEUTRAL
bhumra aag hai bhai all world,NEUTRAL
mera bharat mohan,NEUTRAL
kon kon manta hai rohit sharma ne acchi captaincy ki,NEUTRAL
dil khus ho gyaa aaj,NEUTRAL
dil khus bro,NEUTRAL
awesome match congratulations to team india,POSITIVE
m ipl k time pr hardik k trolling ka virodh kiyamujhey yakin tha wolrdcup m hardik chamkega,NEUTRAL
congratulations india sir that smile on ur face congrats,POSITIVE
gys ab pakistan ka bap chala gaya,NEUTRAL
the legend,NEUTRAL
best catch by surya,POSITIVE
ajh bahot khus hu asu nhi ruk raha hi khusi ke asu,NEUTRAL
india all,NEUTRAL
nothing impossible boss,NEGATIVE
kohli we will miss u sir,NEUTRAL
thanks to praful bhai lol,POSITIVE
ji jan hai rohit sharma,NEUTRAL
arshdeep ney achhi bowling surya kumar catch kapil sir catch,NEUTRAL
respect hardik pandiya,NEUTRAL
respect for rohirat bhumaar and hardik,NEUTRAL
bhoom bhoom bumrah,NEUTRAL
i am proud of the indian team,POSITIVE
jai hind sri allah ne duw sunle boht duw keya sri alhamdulilla ham jet gay mubarak sri,POSITIVE
well india,NEUTRAL
sir etna happy kabhi nahi dekha aapko,POSITIVE
singh,NEUTRAL
rohit sharma is the best captain,POSITIVE
our captain our team,NEUTRAL
aaj toh sachhi bhagwan allah waheguru ney saab ney milke jita diya if i die tonite no regrets raab ney aaj sanu jetta hi ditaom naman shiva,POSITIVE
love indian captain and all player jassi and surya change the match i love india,POSITIVE
hm bhi roye bhai,NEUTRAL
when jay shah will retire we won because panauti was not in stadium,NEUTRAL
es hai bumrah love u blue jarsi,POSITIVE
our feelings u explained,NEUTRAL
india zindabad zindabad zindabad,NEUTRAL
man of the match richard kettleborough,NEUTRAL
aaj dil se ro ya hu me i love you tram india,POSITIVE
i am crying while watching this,NEGATIVE
mene bhot dua kia tha vagwan se bola tha bs india ko ji tao be na me man luga ap nhi ho vagwan mera bat sunta h sun lia oh hai oh kvi mujhe ni rone deta love you thank you bhagwan ji,POSITIVE
kon kon hardik se sorry bolna chahta h,NEGATIVE
aaj pure india ki dua ka asar hai,POSITIVE
virat kholi ko avi retriment nhi lena chahiye kon kon chhata h,NEUTRAL
rona aa raha hai h,NEUTRAL
excellent appraisal of an amazing outcome,POSITIVE
sorry hardik bhai maine apko chapri likha tha par apke liye lakh guna ijaazat bad gaye apki love bro,NEGATIVE
saare jahan se achcha mera bharat,NEUTRAL
captain leader legend,NEUTRAL
one like for our most hardworking quotindian cricket teamquot,POSITIVE
ipl ke liye sorry hardikbahut troll kiya,NEGATIVE
congratulations ind,NEUTRAL
every player gives his performancer great captaincy by rohitr best in final by viratr best catch by skyr good bowling by arshdeepr great bowling by bumrahr game turning delivery by hardikr amazing knock by shivam amp axarr rishabh kuldeep and jadeja also gave their best throughout the tournamentr thats how india wins,POSITIVE
sorry button for hardik pandya,NEGATIVE
lehraado lehraado tiranga phir se lehraado duniya ko jeet lo bharat tum hi dumdaar ho jai shree ram,NEUTRAL
i am the big fan of ro hitman,NEUTRAL
i love my india i am very happy and emotional,POSITIVE
har ke jitne wali ko bazigar kahate hain o purana ho gaya ab hara huwa match jit jaye use india kahte hai congratulations team india,NEUTRAL
sabse badi baat bina mullo ke jeeta hai,NEUTRAL
pandya king,NEUTRAL
indian team great,POSITIVE
congratulation champion,NEUTRAL
well played hardik,NEUTRAL
congratulation team india pr yr virat ki retirement ka bhi dukh h rohit sharma my idel love you,POSITIVE
mujhe is lamhe ka intzaar barso se tha jo aj pura hua or khusi ke anshu bhi aa gye i love india,POSITIVE
hardik pandiya ko gali dene wala tum he,NEUTRAL
sach me rona to rukh hi nehi raha he jai hind,NEUTRAL
kaun kaun hardik pandya ko maaf kar chuke ho like kare,NEUTRAL
yes sir,NEUTRAL
thnku king kohli,NEUTRAL
india ke agi koi jeet sakta hai kya,NEUTRAL
love rohit,POSITIVE
blkl indai ur the bast team end i love india or indain team congratulations my indian brothers koli i miss you,POSITIVE
hardik dikh gya jaspreet dikh gya arsh ka pta nhi kisi ko,NEUTRAL
congratulations indian brother from pakistan,NEUTRAL
please sir kise ke upar khami mat nikaliye ga,NEUTRAL
is this match fix do you agree,NEUTRAL
bumrah ka statue lgana chahiye kon kon chahta hai,NEUTRAL
sach me rona aa gaya yaar cricket fan hona koi mamuli baat nahi,NEUTRAL
yaar koi arshdeep singh ka naam kyu nhi leta usne jo kiya woh km tha kiya yaar koi to credit dao arshdeep singh ko,NEUTRAL
surya ka catch bht important tha,POSITIVE
mai khus nahi hu virat ke retire hone pe kyuki mai match hi virat kohli ke liye dekhta hu,NEUTRAL
aaj ke baad koi sky pe doubt nehi kar payega,NEUTRAL
sir i love my team india and i love my india,POSITIVE
love you indian cricket team,POSITIVE
indian player is the best in the world,POSITIVE
best bowler in the world jasprit bumrah respect button,POSITIVE
india win the world cup form nepal,POSITIVE
surya jo rat mein chamkta hai,NEUTRAL
hardik pandeya ko jo boo boo kar rahe wahi aaj match jitaya ab hardik pandeya ki respect krooo,NEUTRAL
south africa is unlucky team since decades whether klusner or klason will be there,NEUTRAL
mera dil kasamse me itna khush ku k yesa laga nepal world cup jitgya,NEUTRAL
sir ham roaai aa gaaa hai,NEUTRAL
mishra sir mein to ro ro ke asha chhod dia tha,NEUTRAL
i am so sad virat sir announced retirement we are never forget your contribution,NEGATIVE
rohit the king of kings,NEUTRAL
thanks today prauod moment indian all,POSITIVE
aaj ke koi v kabhi hitman ke captaincy pe doubt karne ka himmat nehi karega,NEUTRAL
mai to rone lga lga tha bhagwan se pray kiyaor god ne sun liwe are champion,NEUTRAL
selfish old rohit dint announce retirement,NEGATIVE
ajj india ka din tha,NEUTRAL
im very happy from kashmir i love my team congratulations team india,POSITIVE
we all proud of you king and hitman both,POSITIVE
hamara virat ne khushi ke sath dukhi ka ansu bhi de gaye,NEUTRAL
mujhe lgta tha ki jeet ke khushi mein sirf main ro raha hun magar abhi dekh liya shubhankar sir aap bhi ro rahe ho,POSITIVE
i miss you king kohli,NEUTRAL
gusbumps ara hai,NEUTRAL
apka video facebook me nhi mila isliye youtube pe aaya,NEUTRAL
hitman sharma,NEUTRAL
congratulations to everyone,NEUTRAL
heart in hit hardik pandya,NEUTRAL
rohait sharma best captain in world,POSITIVE
surya and bumra and virat u r the king,NEUTRAL
yaar please never criticise your national team,NEUTRAL
indian indian indian indian,NEUTRAL
congratulation ap ko bhi bharat mata ki jai,NEUTRAL
im big fan of rohit,NEUTRAL
hardik ne klasen ka wikt lekar match ko jitya hai,NEUTRAL
aaj to shubham dube ne bhi,NEUTRAL
congratulations india team and indian nation from iran,NEUTRAL
congratulations jay hind all friends,NEUTRAL
virat axal pandya arsh bumrah suriya,NEUTRAL
mom kohli ko backdrop me jagah bhi nhi,NEUTRAL
r s f,NEUTRAL
india huge amounts of rupees invest in cricket so india ko world cup jeetna chahea so india won love you indian team deserve world cup,POSITIVE
shandaar match i proud of indian team,POSITIVE
i love you all,POSITIVE
virat kholi all time best,POSITIVE
jis khilaadee ko poora ipl booo boooo kar raha tha usee ne varld kap jita diya congratulation to india well played south africa,NEUTRAL
main bohut duwa kari sir rohit amp virat kohli show today,POSITIVE
mujhe mere desh ki team pe garv h jai hind,NEGATIVE
yuvraj singh arshdeep singh,NEUTRAL
congress rohit sharma and all team india,NEUTRAL
viratttttttttttttttt,NEUTRAL
hum sabko badhai,NEUTRAL
klasen but finally we win,POSITIVE
all ind team,NEUTRAL
surya kumar catch nehi world cup pakra tha,NEUTRAL
bap bap hota hai congratulations,NEUTRAL
i cried a lot today the tears of joy dont want to stop love you team india miss you the great legend of virat kohli,POSITIVE
hame pata hai india jeeta hai,NEUTRAL
auj se cricket dehkna band viraat king ritayarment ke shath shath mene bhi cricket ko dehkne se ritayarment le li i miss you mere king virat my hero i miss u,NEGATIVE
cheekh cheekh ke gala baith chuka hai,NEUTRAL
kismat rohit ki lakky,NEUTRAL
bhai ab to dono hi nhi khelenge world cup,NEUTRAL
mishra ji hum world cup win kar gaye congratulations apko,POSITIVE
me kahi spna to nhi dekh rhe,NEUTRAL
ro ko boom hardik adp sky ap kd db rp rj,NEUTRAL
surya miller catch match,NEUTRAL
hardik is proven again that he is a quality allrounder,NEUTRAL
hitman best captain indian team,POSITIVE
congress india,NEUTRAL
is bar afford nhi kr pate hum,NEUTRAL
bro mai tha india always won,NEUTRAL
sidhu was saying bumrah koi bhagwan nhi h jo match ko palat dega but,NEUTRAL
surya kumar yadav ke catch ki wajah se india match jeeta,NEUTRAL
i love youindia,POSITIVE
sbroapkchanlkmadhamsafualaenjayjomelahaapkalefualmatharanisetarathanahakekhushrahigoodnihteisakajabjarudeokbroapkajabkaenajrakaragejayshreeramsuhanlala,NEUTRAL
bhai dubey ji ko ise pahle wali video me bahot dhoya tha aapne kam se kam aaj acha khela usne uska bhi naam le lete aaj,NEUTRAL
aaj dil se anshu nhi ruk rhe the world champion,NEUTRAL
saan hai maan hai india ka jaan hai king kohli,NEUTRAL
kya match tha yar,NEUTRAL
arshdeep singh is king,NEUTRAL
ki baat kyu nai,NEUTRAL
nepali but i will always support india,NEUTRAL
many many congratulations team india,POSITIVE
thanks mba chaiwala,POSITIVE
sr aaj bahut bahut khus hu apney king kohli ke ley,NEUTRAL
sir arshdeep,NEUTRAL
yishu masih ne prathna ko suna hai,NEUTRAL
