Unnamed: 0,Negative_Sentence,Sentiment
141,india ka kon jitya,"Neutral.
"
142,bhai kohli aur rohit ki retirement wali bat sunke bhot khali khali feel horha bhot khush huu jit gyi india,"Mixed.  While the user expresses sadness (khali khali feel) about Kohli and Rohit's potential retirement, they also express happiness (khush huu) about India's victory.
"
143,no one can match jay shah script and prafull chaiwala,"Neutral.
"
144,thank you roko well done hardikbumraharshsuryaaxar,"Positive
"
145,bhai mene to siddu paji ka commentry sunkor mute hi kardiya ta,"Negative
"
146,tanay bhai ap kab retirement loge,"Neutral
"
147,kushi ta itni hai no words but jaise he virat aur rohit ne retirement ka decided kiya tabi itna roya mai world cup win ki kushi fiki lagne lagi,"Negative
"
148,rohit made sure india reach to finals and kohli made sure that india wins,"Positive
"
149,we miss you rohirat,"Positive
"
150,after every match watching tanays video is consistent,"Positive
"
151,koi nhi bole ga thala for the reason ye pura team ka hard work hai,"Positive
"
152,roko fans like,"Positive
"
153,yrr south africa ke liye bhi bura lag raha hai,"Negative
"
154,grateful to witness roko era,"Positive
"
155,sala yeh dukh kahe khatam nhi hota jeet k v khus nhi hoon kohli aur rohit bhai ka retirement,"Negative
"
156,its not a trophy its a emotion,"Positive
"
157,bhai dusra video bhi chahiye,"Positive
"
158,rohit virat ki emotional videos dak dak kr kl sa roo roo kr bura hal ha bhai bhut miss krange inko specially rohit ki garden worning,"Negative
"
159,dance nai tha be rohit messi ka fan hai wc messi jeetne k baad aise hi dance karte aya,"Positive
"
160,lo aaj comment kr diya bhai,"Neutral
"
161,mja aa gya tanay bhai,"Neutral
"
162,bhai kon kon manta hai k rohit or kohli sir k bharpai hona bhut mushkil hai,"Negative
"
163,happy from india victory but respect for sa,"Positive
"
164,kyu tanay bhai aaj hardik ko troll nhi kroge ipl me to khub troll aur boo kiya tha logo ne bande ne apna sara emotions dabakar rakha bhai ipl me lakh bura khel le hardik par aaj bhi international me apne team ko comeback karana nhi bhula,"Negative
"
165,bhai maine tumari video ka intzar bahut kiya,"Positive
"
166,two legend rohirat,"Positive
"
167,who support indiaa indiaa,"Positive
"
168,a festival to india,"Neutral
"
169,i am writing this comment before watching this video that this will be your best video,"Positive
"
170,christopher nolan who we have jay shah the best script writer,"Positive
"
171,bhai maine ek paragraph galiyo ki likh rakhi thi siddhu ke ke liye vo bss india jit gyi isiliye bach gya,"Negative
"
172,i am waiting for your video,"Neutral
"
173,ro ko forever,"Positive
"
174,well played boys,"Positive
"
175,dube crucial batting,"Positive
"
176,must video,"Neutral
"
177,which people are cries after this world cup,"Negative
"
178,ek aur video banao tanay bhai banta hai,"Positive
"
179,bhai surya semi final me chala to tha itni jaldi kaise bhul gaye,"Negative
"
180,jay shah man of his words,"Positive
"
181,kon kon rohirat ki fan ho,"Neutral.
"
182,cinema bhai literally the most ideal ending a final can have was this,"Positive
"
183,wishing a happy retirement to our roko,"Positive
"
184,sidhu paaji ki commentry se presan log,"Negative
"
185,the walk the hit manlove uhhh rohit bhai,"Neutral
"
186,indian fans feeling sukoon,"Positive
"
187,all the players deserve much more respect for this tournament,"Positive
"
188,harpik pandya hackerpandya,"Neutral
"
189,happy retirement ro and ko,"Positive
"
190,never ever underestimate jay shah supremacy,"Positive
"
191,virat and rohit retire,"Neutral
"
192,our impact player from south africa kesav maharaj,"Neutral
"
193,jitni khushi wolrd cup jeetne ki utni rohirat ka retirement ka dukh,"Negative
"
194,from million of people are watching you to you become the reason of millions of people are watching you the beautiful journey of our king and hitman have come across,"Positive
"
195,south africa k sath prank h gya,"Neutral.
"
196,subscriber of tanay,"Neutral
"
197,world cup toh ayga abb tanay bhi ko unsubscribe kar do,"Negative
"
198,finally insta par sad reels nahi ayengi,"Positive
"
199,plz support india football,"Positive
"
200,surya kumar yadav catch,"Neutral
"
201,kis kis ko dance karne ka man ho raha hai,"Positive
"
202,the most deserving trio of indian cricket rohitviratdravid finally got what they deserves,"Positive
"
203,happy retirement rohit and virat,"Positive
"
204,india jitne ki khusi maintanay vai ki gand main mera matlab subscribe bottom pe click kardo,"Negative
"
205,the wait is over,"Neutral
"
206,i cant express my feelings through my words,"Negative
"
207,we did it bro finally the wait is over and thanks to indian cricketers for this,"Positive
"
208,finally after a decade an icc trophy,"Positive
"
209,finally dream become true,"Positive
"
210,shame on bcci shame on bcci x,"Negative
"
211,we won but at which cost,"Negative
"
212,bhai turnt aaj video congratulations tanay big fan,"Positive
"
213,signing of as champions roko,"Positive
"
214,maa kasam jisne like nhi kiya wo exam me fail ho jayega,"Negative
"
215,jeet gye bhai jeet gye,"Positive
"
216,bhai nai bolo hai to karna hai be like rohit sharma,"Neutral.
"
217,tanay bhai jeet gaye yaarr,"Positive
"
218,is par aur video chahiye special world cup video please,"Positive
"
219,miss you hitman and king,"Positive
"
220,kon kon manta hai surya ne catch nahi world cup pakda tha,"Negative
"
221,hardik pandya wale like kro,"Neutral
"
222,surya kumar yadav fan attendance,"Neutral
"
223,we love you rohit and kohli,"Positive
"
224,kal ekdum emotional ho gya tha mai,"Negative
"
225,virat rohit retirement,"Neutral
"
226,bhaiya bhut roya yar kal,"Negative
"
227,aj jhanda gaad dia rohit bhaiii nedil gurda fefda sab jeet liadance dekh k rohit bhaii ka maja aa gaya celebration dekh k aansu aa gaye,"Positive
"
228,india the champion,"Positive
"
229,personal milestone completedream complete,"Positive
"
230,happy retirement rohirat duo best of luck,"Positive
"
231,bas apka video ka intezar tha,"Positive
"
232,they deserved that trophy,"Positive
"
233,kaunkaun india ke world cup jitne per emotional hua,"Positive
"
234,tanay u funny,"Positive
"
235,bhai rohit ka celebration sabne kiya tha wo apne apne ghar pe zameen pe so kar,"Neutral.
"
236,no one can beat tanay consistency,"Positive
"
237,end of era virat kohli and rohit sharma,"Neutral
"
238,quotquotquotquotquotmota bhai quotquotquot jubban ka pakkkaaaa admii hai,"Positive
"
239,nahi bhai jinda he,"Neutral
"
240,ye dil mange more trophies to come in future,"Positive
"
241,real fans will understand this win,"Positive
"
242,test inning is best inning,"Positive
"
243,kabhi khushi kabhi gham horaa bhaiyaa,"Neutral
"
244,finally rohit sharma dream come true,"Positive
"
245,mazza aa gaya,"Positive
"
246,dil khush ho gaya,"Positive
"
247,will miss you king,"Negative
"
248,rohit sharma fans,"Neutral
"
249,hardik pandaya ne jab wicket liya klassen ka tabhi game change hogaya aur match winning catch sky bas samaj lo trophy pakad li surya bhau ne,"Positive
"
250,india has done it rorat end of an era,"Positive
"
251,abhi kya bolu yaar,"Neutral
"
252,bohot enjoy kiya kal,"Positive
"
253,this is the team,"Neutral
"
254,love you team india and congratulations indians for winning world cup,"Positive
"
255,hm jeet gye,"Positive
"
256,thank you virat amp rohit,"Positive
"
257,jai bharat mata ki,"Positive
"
258,indiaaaaaa indiaaaaaaaaaaaaaa,"Positive
"
259,maza aa gya yrr,"Positive
"
260,rohit in ipl rohit in wc hardik in ipl hardik in wc virat kohli always,"Neutral
"
261,script writer op,"Neutral
"
262,tanay bhai nind nahi ai kal,"Neutral
"
263,roko is an emotion,"Neutral
"
264,roko happy retirement,"Positive
"
265,tanay bhai op button,"Positive
"
266,we are not chockers understood we are not chockers,"Negative
"
267,lo kar diya comment,"Neutral
"
268,jit gayeee,"Positive
"
269,roko last dance,"Neutral
"
270,indiaop,"Neutral
"
271,still cant believe we won,"Positive
"
272,end of an era roko era,"Neutral
"
273,bhai mat bolo,"Negative
"
274,yehhhhh jeet gaye hum bharat mata ki jay,"Positive
"
275,surya ki catch ko turning point mane wale like kare,"Positive
"
276,tanay bhai love you bro,"Positive
"
277,rohit bhai make india champion,"Positive
"
278,dhoni bhai ko bhi insta ka password yaad aa gaya,"Neutral
"
279,india bhart mata ki jai,"Positive
"
280,roko respect buttongtgtgtgtgtgtgtgtgt,"Neutral
"
281,hhhhhhhh,"Neutral
"
282,tanay bhai like button,"Positive
"
283,fan,"Neutral
"
284,script writter in the house,"Neutral
"
285,blike if you didnt slep last nightb,"Neutral
"
286,virat kohli fans congratulation to team india,"Positive
"
287,bhai mujhe yakin tha ki india world cup jetega lekin tanay bhai ki video agale hi din aa jayegi iska yakin n tha,"Positive
"
288,virat rohit respect button,"Positive
"
289,jay shah respect button,"Positive
"
290,virat inningboom special hardik supremacysky catch this team most important rohit sharma captaincy and the result,"Positive
"
291,virat ko kon kon miss karega,"Neutral.
"
292,best team india,"Positive
"
293,surya no run surya catch,"Negative
"
294,rohit bhaiya virat bhaiya plzzz decision change kar lo plzzz retirement cancel,"Negative
"
295,bf i n a l l yb,"Positive
"
296,virat kohli is emotion yaar,"Neutral
"
297,aur video banta h tanay bhai jeet ki khushi me,"Positive
"
298,kon kon sidhu bhai ki commentary se paresan haa,"Negative
"
299,bi dont forget that catch of surya till my last breathb we have done it congratulations to all,"Positive
"
0,jeet gyiiiii india,"Positive
"
1,bechari south africa,"Negative
"
2,thank you rohit and virat ro ko,"Positive
"
3,yesss we won but at cost of rohirat retirement,"Neutral
"
4,can i get a from tanay,"Neutral
"
5,sad for kohli and rohit retirement,"Negative
"
6,rohit be like bhai ne bola karne ka to karne ka,"Neutral
"
7,its india decayed,"Negative
"
8,kisko lgta hai ki virat ka decision sahi tha,"Neutral.
"
9,one like for south africa,"Positive
"
10,tumhara hi intezar tha,"Positive
"
11,tanay bhai yek baar to laga thha naa ki thumbnail change karlu,"Neutral
"
12,the end of the golden era rohirat,"Negative
"
13,rohit bhai ka celebration,"Positive
"
14,king kohli goldan ara khatam,"Neutral
"
15,rahul dravid celebration was pure emotions,"Positive
"
16,surda dada respect button,"Neutral
"
17,vk retired,"Neutral
"
18,btw rohirats retirement sara khusi chin liya,"Negative
"
19,bhai ne bola karne ka to karne kaa,"Neutral
"
20,player of the match jay shaw,"Positive
"
21,tanay bhai app jinda ho kab se wait kar tha bhai apka video kanow we are the world champion bhaiyon,"Positive
"
22,one like for team india and like ro ko,"Positive
"
23,rohit and kholi miss you,"Negative
"
24,yesterday south africa showed why they are the biggest chokers in cricket history,"Negative
"
25,jassi bhai respect button,"Positive
"
26,first time khushi se roya hu bhai log,"Positive
"
27,undertaker tanay bhai,"Neutral
"
28,love you roko thanks for the lovely memories miss them soo much,"Positive
"
29,bless you,"Positive
"
30,aaj se sab kasam khao hardik pandya ko koi troll nahi karega kabhi,"Positive
"
31,aj mera bday hai or ham world cup bhi jeet gye fir bhi mujhi koi like nhi karega,"Negative
"
32,bhai jeet gaye,"Positive
"
33,jay sah real script writer,"Positive
"
34,jaha matter bade hote hai king kohli khade hote hai,"Positive
"
35,todha bada video bana loo bhaiabhi toh jeet gaye,"Positive
"
36,trf,"Neutral
"
37,india love,"Neutral.
"
38,rohit virat rula diya yrrr retirement leke,"Negative
"
39,jay shah script supremacy,"Positive
"
40,haapy retirement king kohli and rohit sharma,"Positive
"
41,with great power comes great responsibility praful aka mba chaiwala,"Neutral.
"
42,jai hoooo,"Positive
"
43,hardik pandya from being hated by millions to be loved and praised by billions this is life never give up,"Positive
"
44,indiaaaaaaa,"Neutral
"
45,proud of indian team rohit sharma,"Positive
"
46,ro ko ki jodddi,"Neutral
"
47,pakistan burnol button,"Negative
"
48,mba chaiwala respect button,"Positive
"
49,viratrohit,"Negative
"
50,pkmb hum jeet gye,"Positive
"
51,international chokers south africa,"Neutral
"
52,roko on top,"Positive
"
53,jeet gye yrrrr,"Positive
"
54,yesssssssssssss,"Positive
"
55,indian team consistency in this world cuptanay bhai consistency in this world cup,"Neutral
"
56,bhai teri hi video dekhne ke liye phone lia or video bhi agyi ab pin kr dio love u tanay bhai jeet gye hm,"Positive
"
57,one like for sky catch,"Positive
"
58,aapki video dekh mujhe bahut acha feel hota hai bhai,"Positive
"
59,today happy,"Positive
"
60,mba chai bale ko bhi share jata hai,"Negative
"
61,rohit virat legends,"Positive
"
62,love you bro but my favourite player king,"Positive
"
63,bahi itni badi victory ke liye itna chota video ye naa insafi hai,"Negative
"
64,jay shah bcci secretary script writer from future,"Neutral
"
65,surya kumar yadav respect button,"Positive
"
66,love you bhai bahut der ho gayi parti to banati hai india win,"Positive
"
67,ham jeet gaye bhai,"Positive
"
68,please like kar do ind won,"Positive
"
69,congratulations india i was waiting for your vidios,"Positive
"
70,roko ko khush dekh ke maza aa gya bhai,"Positive
"
71,waah tanay bhai maja aa gaya,"Positive
"
72,jay shah batter then any holiday director,"Positive
"
73,tanay bhaai world cup ki khushi ke chakkar me video late kyu kr di,"Negative
"
74,respect botton all indian players,"Positive
"
75,jo like karega wo,"Neutral
"
76,jaldi comment kar leta hu like milegi,"Neutral
"
77,ab tanay bhai ka vedio nahi ayega,"Negative
"
78,bhai jit gaye ham log,"Positive
"
79,bharat team is goat,"Positive
"
80,believe,"Neutral
"
81,happy retirement rohit sharma andvirat kohli one like for them,"Positive
"
82,its happyness more than anything,"Positive
"
83,hum first hum first,"Neutral
"
84,waiting for your video,"Neutral
"
85,love you team india virhit,"Positive
"
86,ek baar to goti muh main aageya tha,"Negative
"
87,virat rohithardik bumrah,"Neutral
"
88,trophy jeet gaye tanay bhai,"Positive
"
89,congratulations bahi,"Positive
"
90,gaad hi diye bhai,"Neutral
"
91,we all have achieved what we deserved,"Positive
"
92,apki vedio ka wait kar raha tha,"Positive
"
93,love for team india,"Positive
"
94,first comment brother,"Neutral
"
95,hardik finishes off him style,"Positive
"
96,first comment like kardo kabhi viral nhi hua,"Negative
"
97,first like maine kiya hai,"Neutral
"
98,its party time boys,"Positive
"
99,hii tanay bhoiii,"Positive
"
100,surya catch will be remembered for decade,"Positive
"
101,jhanda gaad diya,"Positive
"
102,first comment jai hind please like,"Positive
"
103,yes we done it,"Positive
"
104,jay shah,"Neutral
"
105,jitgye,"Neutral
"
106,waiting bhai video proud of indian team,"Positive
"
107,tanay bhai apka video ka hi intzaar tha ki haaal congratulations,"Positive
"
108,roko like button,"Neutral
"
109,bhai pehle comment hai like kardo india ki jeet ki khushi mai,"Positive
"
110,gad diya,"Neutral
"
111,bhi frist view and like,"Positive
"
112,bc no words,"Neutral
"
113,finely india win,"Positive
"
114,mere pehele coment,"Neutral
"
115,please brother second video dalu,"Neutral
"
116,tanay bhai praful bhai ko ignor mat karna please,"Neutral
"
117,india win very happy,"Positive
"
118,well done team india proud to be indian,"Positive
"
119,why i am at top,"Neutral.
"
120,finally bhai,"Neutral
"
121,we won the trophy but we lost the diamond love you virat r,"Positive
"
122,gaad diya jhnada,"Positive
"
123,good wating for your video,"Positive
"
124,jay bhai k script ney mauj kara di,"Positive
"
125,india win like,"Positive
"
126,waiting khatm,"Neutral
"
127,hum jeet gye bhai,"Positive
"
128,trophy coming home lets go,"Positive
"
129,kaisa h lund bhai,"Negative
"
130,phir se aa gaya,"Neutral
"
131,like to nhi milenge,"Negative
"
132,pahala coment koi like mat karna,"Negative
"
